listings code,lookup name,index name
53GW,"FULLER, SMITH AND TURNER","FULLER, SMITH & TURNER PLC"
54GW,"FULLER, SMITH AND TURNER","FULLER, SMITH & TURNER PLC"
FCH,FUNDING CIRCLE HOLDING,FUNDING CIRCLE HOLDINGS PLC
FEET,FUNDSMITH EMERGING EQUITIES TRUST,FUNDSMITH EMERGING EQUITIES TRUST PLC
FAB,FUSION ANTIBODIES,FUSION ANTIBODIES PLC
FUM,FUTURA MEDICAL,FUTURA MEDICAL PLC
FUTR,FUTURE,FUTURE PLC
G3E,G3 EXPLORATION LIMITED,G3 EXPLORATION LIMITED
GFSA,G4S,G4S PLC
GFS,G4S,G4S PLC
GMP,GABELLI MERGER PLUS+ TRUST,GABELLI MERGER PLUS+ TRUST PLC
GMPP,GABELLI MERGER PLUS+ TRUST,GABELLI MERGER PLUS+ TRUST PLC
GVP,GABELLI VALUE PLUS+ TRUST,GABELLI VALUE PLUS+ TRUST PLC
GAIA,GAIL (INDIA) LIMITED,GAIL (INDIA) LD
GAID,GAIL (INDIA) LIMITED,GAIL (INDIA) LD
GAL,GALANTAS GOLD CORPORATION,GALANTAS GOLD CORPORATION
GLR,GALILEO RESOURCES,GALILEO RESOURCES PLC
GFRD,GALLIFORD TRY HOLDING,GALLIFORD TRY HOLDINGS PLC
GMAA,GAMA AVIATION,GAMA AVIATION PLC
GAW,GAMES WORKSHOP GROUP,GAMES WORKSHOP GROUP PLC
GYS,GAMESYS GROUP,GAMESYS GROUP PLC
GMR,GAMING REALMS,GAMING REALMS PLC
GAMA,GAMMA COMMUNICATIONS,GAMMA COMMUNICATIONS PLC
GTLY,GATELEY (HOLDING),GATELEY (HOLDINGS) PLC
GATC,GATTACA,GATTACA PLC
GAZ,PJSC GAZPROM,PJSC GAZPROM
GBG,GB GROUP,GB GROUP PLC
GCM,GCM RESOURCES,GCM RESOURCES PLC
GABI,GCP ASSET BACKED INCOME FUND LIMITED,GCP ASSET BACKED INCOME FUND LIMITED
GCP,GCP INFRASTRUCTURE INVESTMENTS LIMITED,GCP INFRASTRUCTURE INVESTMENTS LIMITED
DIGS,GCP STUDENT LIVING,GCP STUDENT LIVING PLC
G4M,GEAR4MUSIC (HOLDING),GEAR4MUSIC (HOLDINGS) PLC
GCL,GEIGER COUNTER LIMITED,GEIGER COUNTER LIMITED
GCS,GEIGER COUNTER LIMITED,GEIGER COUNTER LIMITED
GEMD,GEM DIAMONDS LIMITED,GEM DIAMONDS LIMITED
GEM,GEMFIELDS GROUP LIMITED,GEMFIELDS GROUP LIMITED
GDR,GENEDRIVE,GENEDRIVE PLC
GENL,GENEL ENERGY,GENEL ENERGY PLC
GACB,GENERAL ACCIDENT,GENERAL ACCIDENT PLC
GACA,GENERAL ACCIDENT,GENERAL ACCIDENT PLC
GEC,GENERAL ELECTRIC COMPANY,GENERAL ELECTRIC COMPANY
GSS,GENESIS EMERGING MARKETS FUND LIMITED,GENESIS EMERGING MARKETS FUND LD
GNS,GENUS,GENUS PLC
CGEO,GEORGIA CAPITAL,GEORGIA CAPITAL PLC
GETB,GETBUSY,GETBUSY PLC
GTC,GETECH GROUP,GETECH GROUP PLC
GFIN,GFINITY,GFINITY PLC
GLB,GLANBIA,GLANBIA PLC
GSK,GLAXOSMITHKLINE,GLAXOSMITHKLINE PLC
GLEN,GLENCORE,GLENCORE PLC
GLV,GLENVEAGH PROPERTIES,GLENVEAGH PROPERTIES PLC
GLIF,GLI FINANCE LIMITED,GLI FINANCE LIMITED
GLIZ,GLI FINANCE LIMITED,GLI FINANCE LIMITED
GINV,GLOBAL INVESTMENTSACOM GROUP LIMITED,GLOBALDATA PLC
GBP,GLOBAL PETROLEUM LIMITED,GLOBAL INVACOM GROUP LIMITED
GPH,GLOBAL PORTS HOLDING,GLOBAL PETROLEUM LIMITED
80GM,GLOBAL PORTS INVESTMENTS,GLOBAL PORTS HOLDING PLC
GLPR,GLOBAL PORTS INVESTMENTS,GLOBAL PORTS HOLDING PLC
GRIT,GLOBAL RESOURCES INVESTMENT TRUST,GLOBAL PORTS INVESTMENTS PLC
DATA,GLOBALDATA,GLOBAL RESOURCES INVESTMENT TRUST PLC
38KH,GLOBALTRANS INVESTMENTSESTMENT,GLOBALTRANS INVESTMENT PLC
GLTR,GLOBALTRANS INVESTMENTSESTMENT,GLOBALTRANS INVESTMENT PLC
GWI,GLOBALWORTH REAL ESTATE INVESTMENTS LIMITED,GLOBALWORTH REAL ESTATE INVESTMENTS LIMITED
GOG,GO-AHEAD GROUP,GO-AHEAD GROUP PLC
GOCO,GOCO GROUP,GOCO GROUP PLC
GPM,GOLDEN PROSPECT PRECIOUS METALS LIMITED,GOLDEN PROSPECT PRECIOUS METALS LIMITED
GPSS,GOLDEN PROSPECT PRECIOUS METALS LIMITED,GOLDEN PROSPECT PRECIOUS METALS LIMITED
GCG,GOLDEN ROCK GLOBAL,GOLDEN ROCK GLOBAL PLC
GDP,GOLDPLAT,GOLDPLAT PLC
GRL,GOLDSTONE RESOURCES LIMITED,GOLDSTONE RESOURCES LIMITED
GHH,GOOCH AND HOUSEGO,GOOCH & HOUSEGO PLC
GOOD,GOOD ENERGY GROUP,GOOD ENERGY GROUP PLC
GDWN,GOODWIN,GOODWIN PLC
GSF,GORE STREET ENERGY STORAGE FUND,GORE STREET ENERGY STORAGE FUND PLC
GRA,GRAFENIA,GRAFENIA PLC
GFTU,GRAFTON GROUP,GRAFTON GROUP PLC
GRI,GRAINGER,GRAINGER PLC
GTE,GRAN TIERRA ENERGY INCOME,GRAND FORTUNE HIGH GRADE LIMITED
GFHG,GRAND FORTUNE HIGH GRADE LIMITED,GRAND VISION MEDIA HOLDINGS PLC
GVMH,GRAND VISION MEDIA HOLDING,GRAN TIERRA ENERGY INC.
GRC,GRC INTERNATIONAL GROUP,GRC INTERNATIONAL GROUP PLC
GEEC,GREAT EASTERN ENERGY CORPORATION LIMITED,GREAT EASTERN ENERGY CORPORATION LIMITED
GPOR,GREAT PORTLAND ESTATES,GREATLAND GOLD PLC
GWMO,GREAT WESTERN MINING CORPORATION,GREAT PORTLAND ESTATES PLC
GGP,GREATLAND GOLD,GREAT WESTERN MINING CORPORATION PLC
GRP,GREENCOAT RENEWABLES,GREENCOAT RENEWABLES PLC
UKW,GREENCOAT UK WIND,GREENCOAT UK WIND PLC
GNC,GREENCORE GROUP,GREENCORE GROUP PLC
GRG,GREGGS,GREGGS PLC
GRID,GRESHAM HOUSE,GRESHAM HOUSE ENERGY STORAGE FUND PLC
GHE,GRESHAM HOUSE ENERGY STORAGE FUND,GRESHAM HOUSE PLC
GV1A,GRESHAM HOUSE,GRESHAM HOUSE ENERGY STORAGE FUND PLC
GV1O,GRESHAM HOUSE,GRESHAM HOUSE ENERGY STORAGE FUND PLC
GV2A,GRESHAM HOUSE,GRESHAM HOUSE ENERGY STORAGE FUND PLC
GV2O,GRESHAM HOUSE,GRESHAM HOUSE ENERGY STORAGE FUND PLC
GHS,GRESHAM HOUSE STRATEGIC,GRESHAM HOUSE STRATEGIC PLC
GHT,GRESHAM TECHNOLOGIES,GRESHAM TECHNOLOGIES PLC
GFM,GRIFFIN MINING LIMITED,GRIFFIN MINING LIMITED
GR1T,GRIT REAL ESTATE INCOME GROUP LIMITED,GRIT REAL ESTATE INCOME GROUP LIMITED
GRIO,GROUND RENTS INCOME FUND,GROUND RENTS INCOME FUND PLC
42KU,GRUPO CLARIN S.A.,GRUPO CLARIN S.A.
GCLA,GRUPO CLARIN S.A.,GRUPO CLARIN S.A.
GST,GSTECHNOLOGIES LIMITED,GSTECHNOLOGIES LTD
87QR,GUARANTY TRUST BANK,GUARANTY TRUST BANK PLC
GRTB,GUARANTY TRUST BANK,GUARANTY TRUST BANK PLC
GILD,GUILD ESPORTS,#N/A
GIF,GULF INVESTMENT FUND,GULF INVESTMENT FUND PLC
GKP,GULF KEYSTONE PETROLEUM LIMITED,GULF KEYSTONE PETROLEUM LTD
GMS,GULF MARINE SERVICES,GULF MARINE SERVICES PLC
GUN,GUNSYND,GUNSYND PLC
GUS,GUSBOURNE,GUSBOURNE PLC
GVC,GVC HOLDING,GVC HOLDINGS PLC
GYG,GYG,GYG PLC
HAT,HANDT GROUP,HALFORDS GROUP PLC
HFD,HALFORDS GROUP,HALMA PLC
HLMA,HALMA,HAMMERSON PLC
HMSO,HAMMERSON,HANATOUR SERVICE INC.
86PB,HANATOUR SERVICE INCOME,HANSA INVESTMENT COMPANY LIMITED
TOUR,HANATOUR SERVICE INCOME,HANSA INVESTMENT COMPANY LIMITED
HANA,HANSA INVESTMENT COMPANY,HANSARD GLOBAL PLC
HAN,HANSA INVESTMENT COMPANY,HANSARD GLOBAL PLC
HSD,HANSARD GLOBAL,HARBOURVEST GLOBAL PRIVATE EQUITY LIMITED
HVPD,HARBOURVEST GLOBAL PRIVATE EQUITY LIMITED,HARDIDE PLC
HVPE,HARBOURVEST GLOBAL PRIVATE EQUITY LIMITED,HARDIDE PLC
HDD,HARDIDE,HARGREAVE HALE AIM VCT PLC
HHV,HARGREAVE HALE AIM VCT,HARGREAVES LANSDOWN PLC
HL.,HARGREAVES LANSDOWN,HARGREAVES SERVICES PLC
HSP,HARGREAVES SERVICES,HARVEST MINERALS LIMITED
HMI,HARVEST MINERALS LIMITED,HARWORTH GROUP PLC
HWG,HARWORTH GROUP,HASTINGS GROUP HOLDINGS PLC
HNG,HAWKWING,HAYDALE GRAPHENE INDUSTRIES PLC
HAYD,HAYDALE GRAPHENE INDUSTRIES,HAYS PLC
HAS,HAYS,HEADLAM GROUP PLC
HEAD,HEADLAM GROUP,HEATH (SAMUEL) & SONS PLC
HSM,HEATH (SAMUEL) AND SONS,HEAVITREE BREWERY PLC
HVTA,HEAVITREE BREWERY,HELICAL PLC
HVTB,HEAVITREE BREWERY,HELICAL PLC
HVT,HEAVITREE BREWERY,HELICAL PLC
HLCL,HELICAL,HELIOS TOWERS PLC
HTWS,HELIOS TOWERS,HELIOS UNDERWRITING PLC
HUW,HELIOS UNDERWRITING,HELLENIC PETROLEUM SA
98LQ,HELLENIC PETROLEUM SA,HELLENIC TELECOMMUNICATIONS ORGANIZATION S.A.
HLPD,HELLENIC PETROLEUM SA,HELLENIC TELECOMMUNICATIONS ORGANIZATION S.A.
OTES,HELLENIC TELECOM ORGANIZATION S.A.,HEMOGENYX PHARMACEUTICALS PLC
HEMO,HEMOGENYX PHARMACEUTICALS,HENDERSON ALTERNATIVE STRATEGIES TRUST PLC
HAST,HENDERSON ALTERNATIVE STRATEGIES TRUST,HENDERSON DIVERSIFIED INCOME TRUST PLC
HDIV,HENDERSON DIVERSIFIED INCOME TRUST,HENDERSON EUROPEAN FOCUS TRUST PLC
HEFT,HENDERSON EUROPEAN FOCUS TRUST,HENDERSON EUROTRUST PLC
HNE,HENDERSON EUROTRUST,HENDERSON FAR EAST INCOME LIMITED
HFEL,HENDERSON FAR EAST INCOME LIMITED,HENDERSON HIGH INCOME TRUST PLC
HHI,HENDERSON HIGH INCOME TRUST,HENDERSON INTERNATIONAL INCOME TRUST PLC
HINT,HENDERSON INTERNATIONAL INCOME TRUST,HENDERSON OPPORTUNITIES TRUST PLC
HOT,HENDERSON OPPORTUNITIES TRUST,HENDERSON SMALLER COMPANIES INVESTMENT TRUST PLC
44IO,HENDERSON SMALLER COMPANIES INVESTMENT TRUST,HERALD INVESTMENT TRUST PLC
HSL,HENDERSON SMALLER COMPANIES INVESTMENT TRUST,HERALD INVESTMENT TRUST PLC
HRI,HERALD INVESTMENT TRUST,HERMES PACIFIC INVESTMENTS PLC
HPAC,HERMES PACIFIC INVESTMENTS,HG CAPITAL TRUST PLC
HGT,HG CAPITAL TRUST,HIBERNIA REIT P.L.C.
HBRN,HIBERNIA REIT P.L.COMPANIES ,HICL INFRASTRUCTURE PLC
HICL,HICL INFRASTRUCTURE,HIDONG ESTATE PLC
HID,HIDONG ESTATE,HIGHBRIDGE TACTICAL CREDIT FUND LIMITED
HTCF,HIGHBRIDGE TACTICAL CREDIT FUND LIMITED,HIGHCROFT INVESTMENTS PLC
HCFT,HIGHCROFT INVESTMENTS,HIGHLAND GOLD MINING LD
HGM,HIGHLAND GOLD MINING LIMITED,HIGHWAY CAPITAL PLC
HWC,HIGHWAY CAPITAL,HIKMA PHARMACEUTICALS PLC
HIK,HIKMA PHARMACEUTICALS,HILL & SMITH HOLDINGS PLC
HILS,HILL AND SMITH HOLDING,HILTON FOOD GROUP PLC
HFG,HILTON FOOD GROUP,HIPGNOSIS SONGS FUND LIMITED
SONC,HIPGNOSIS SONGS FUND LIMITED,HISCOX LTD
SONG,HIPGNOSIS SONGS FUND LIMITED,HISCOX LTD
SOND,HIPGNOSIS SONGS FUND LIMITED,HISCOX LTD
HSX,HISCOX LIMITED,HML HOLDINGS PLC
46GM,HMS HYDRAULIC MACHINES AND SYSTEMS GROUP,HOCHSCHILD MINING PLC
HMSG,HMS HYDRAULIC MACHINES AND SYSTEMS GROUP,HOCHSCHILD MINING PLC
HOC,HOCHSCHILD MINING,HOLDERS TECHNOLOGY PLC
HDT,HOLDERS TECHNOLOGY,HOLLYWOOD BOWL GROUP PLC
BOWL,HOLLYWOOD BOWL GROUP,HOMESERVE PLC
HOME,HOME REIT,#N/A
HSV,HOMESERVE,HONEYCOMB INVESTMENT TRUST PLC
HHPG,HON HAI PRECISION INDUSTRY CO LIMITED,HONEYWELL INTERNATIONAL INCORPORATED
HHPD,HON HAI PRECISION INDUSTRY CO LIMITED,HONEYWELL INTERNATIONAL INCORPORATED
HONY,HONEYCOMB INVESTMENT TRUST,HONG KONG LAND HOLDINGS LD
HON,HONEYWELL INTERNATIONAL,HON HAI PRECISION INDUSTRY CO. LTD
HKLB,HONG KONG LAND HOLDING LIMITED,HONYE FINANCIAL SERVICES LIMITED
HKLJ,HONG KONG LAND HOLDING LIMITED,HONYE FINANCIAL SERVICES LIMITED
HKLD,HONG KONG LAND HOLDING LIMITED,HONYE FINANCIAL SERVICES LIMITED
HOYE,HONYE FINANCIAL SERVICES LIMITED,HORIZON DISCOVERY GROUP PLC
HZD,HORIZON DISCOVERY GROUP,HORIZONTE MINERALS PLC
HZM,HORIZONTE MINERALS,HORNBY PLC
HRN,HORNBY,HOSTELWORLD GROUP PLC
HSW,HOSTELWORLD GROUP,HOTEL CHOCOLAT GROUP PLC
HOTC,HOTEL CHOCOLAT GROUP,HOWDEN JOINERY GROUP PLC
HWDN,HOWDEN JOINERY GROUP,HSBC HOLDINGS PLC
HSBA,HSBC HOLDING,HSS HIRE GROUP PLC
HSS,HSS HIRE GROUP,H&T GROUP PLC
HTSC,HUATAI SECURITIES COMPANY.,"HUATAI SECURITIES CO., LTD."
HUM,HUMMINGBIRD,HUMMINGBIRD RESOURCES PLC
HUNT,HUNTERS PROPERTY,HUNTERS PROPERTY PLC
HTG,HUNTING,HUNTING PLC
HUR,HURRICANE ENERGY,HURRICANE ENERGY PLC
HCM,HUTCHISON CHINA MEDITECH LIMITED,HUTCHISON CHINA MEDITECH LIMITED
HWA,HWANGE COLLIERY COMPANY,HWANGE COLLIERY COMPANY LIMITED
HYR,HYDRODEC GROUP,HYDRODEC GROUP PLC
HYUD,HYUNDAI MOTOR COMPANY,HYUNDAI MOTOR COMPANY
HYUO,HYUNDAI MOTOR COMPANY,HYUNDAI MOTOR COMPANY
HYUP,HYUNDAI MOTOR COMPANY,HYUNDAI MOTOR COMPANY
HYVE,HYVE GROUP,HYVE GROUP PLC
I3E,I3 ENERGY,I3 ENERGY PLC
IBST,IBSTOCK,IBSTOCK PLC
ICGT,ICG ENTERPRISE TRUST,ICG ENTERPRISE TRUST PLC
LBOW,ICG-LONGBOW,ICG-LONGBOW SENIOR SECURED UK PROPERTY DEBT INVESTMENTS LIMITED
ICON,ICONIC LABS,ICONIC LABS PLC
IDE,IDE GROUP HOLDING,IDEAGEN PLC
IDEA,IDEAGEN,IDE GROUP HOLDINGS PLC
IDOX,IDOX,IDOX PLC
IBPO,IENERGIZER LIMITED,IENERGIZER LD
IGR,IG DESIGN GROUP,IGAS ENERGY PLC
IGG,IG GROUP HOLDING,IG DESIGN GROUP PLC
IGAS,IGAS ENERGY,IG GROUP HOLDINGS PLC
IKA,ILIKA,ILIKA PLC
IGE,IMAGE SCAN HOLDING,IMAGE SCAN HOLDINGS PLC
IMC,IMC EXPLORATION GROUP,IMC EXPLORATION GROUP PLC
IMI,IMI,IMIMOBILE PLC
IMO,IMIMOBILE,IMI PLC
IME,IMMEDIA GROUP,IMMEDIA GROUP PLC
IMMO,IMMOTION GROUP,IMMOTION GROUP PLC
IDH,IMMUNODIAGNOSTIC SYSTEMS HOLDING,IMMUNODIAGNOSTIC SYSTEMS HOLDINGS PLC
IMM,IMMUPHARMA,IMMUPHARMA PLC
IHR,IMPACT HEALTHCARE REIT,IMPACT HEALTHCARE REIT PLC
IPX,IMPAX ASSET MANAGEMENT GROUP,IMPAX ASSET MANAGEMENT GROUP PLC
IEM,IMPAX ENVIRONMENTAL MARKETS,IMPAX ENVIRONMENTAL MARKETS PLC
IPEL,IMPELLAM GROUP,IMPELLAM GROUP PLC
IMB,IMPERIAL BRANDS,IMPERIAL BRANDS PLC
INCE,INCE GROUP,INCE GROUP PLC (THE)
INCH,INCHCAPE,INCHCAPE PLC
IGV,INCOME AND GROWTH VCT (THE),INCOME & GROWTH VCT (THE) PLC
IIT,INDEPENDENT INVESTMENT TRUST,INDEPENDENT INVESTMENT TRUST PLC
IOG,INDEPENDENT OIL AND GAS,INDEPENDENT OIL & GAS PLC
IGC,INDIA CAPITAL GROWTH FUND LIMITED,INDIA CAPITAL GROWTH FUND LIMITED
INDV,INDIVIOR,INDIVIOR PLC
INHC,INDUCTION HEALTHCARE GROUP,INDUCTION HEALTHCARE GROUP PLC
INDI,INDUS GAS LIMITED,INDUS GAS LIMITED
INX,I-NEXUS GLOBAL,I-NEXUS GLOBAL PLC
INF,INFORMA,INFORMA PLC
INFA,INFRASTRATA,INFRASTRATA PLC
IIP,INFRASTRUCTURE INDIA,INFRASTRUCTURE INDIA PLC
ING,INGENTA,INGENTA PLC
INL,INLAND HOMES,INLAND HOMES PLC
INLZ,INLAND ZDP,INLAND ZDP PLC
IDP,INNOVADERMA,INNOVADERMA PLC
SPEC,INSPECS GROUP,INSPECS GROUP PLC
IHC,INSPIRATION HEALTHCARE GROUP,INSPIRATION HEALTHCARE GROUP PLC
INSE,INSPIRED ENERGY,INSPIRED ENERGY PLC
INSP,INSPIRIT ENERGY HOLDING,INSPIRIT ENERGY HOLDINGS PLC
INS,INSTEM,INSTEM PLC
IHP,INTEGRAFIN HOLDING,INTEGRAFIN HOLDINGS PLC
IDHC,INTEGRATED DIAGNOSTICS HOLDING,INTEGRATED DIAGNOSTICS HOLDINGS PLC
MED,INTELLIGENT ULTRASOUND GROUP,INTELLIGENT ULTRASOUND GROUP PLC
IGP,INTERCEDE GROUP,INTERCEDE GROUP PLC
IHG,INTERCONTINENTAL HOTELS GROUP,INTERCONTINENTAL HOTELS GROUP PLC
ICP,INTERMEDIATE CAPITAL GROUP,INTERMEDIATE CAPITAL GROUP PLC
IBT,INTERNATIONAL BIOTECHNOLOGY TRUST,INTERNATIONAL BIOTECHNOLOGY TRUST PLC
IBM,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION
IPF,INTERNATIONAL PERSONAL FINANCE,INTERNATIONAL PERSONAL FINANCE PLC
INPP,INTERNATIONAL PUBLIC PARTNERSHIPS LIMITED,INTERNATIONAL PUBLIC PARTNERSHIPS LD
ITRK,INTERTEK GROUP,INTERTEK GROUP PLC
IAG,INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A.,INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A.
INTO,INTOSOL HOLDING,INTOSOL HOLDINGS PLC
IAT,INVESTMENTSESCO ASIA TRUST,INVESCO ASIA TRUST PLC
IPE,INVESTMENTSESCO ENHANCED INCOME LIMITED,INVESCO ENHANCED INCOME LIMITED
IVI,INVESTMENTSESCO INCOME GROWTH TRUST,INVESCO INCOME GROWTH TRUST PLC
IVPB,INVESTMENTSESCO PERPETUAL SELECT TRUST,INVESCO PERPETUAL SELECT TRUST PLC
IVPG,INVESTMENTSESCO PERPETUAL SELECT TRUST,INVESCO PERPETUAL SELECT TRUST PLC
IVPM,INVESTMENTSESCO PERPETUAL SELECT TRUST,INVESCO PERPETUAL SELECT TRUST PLC
IVPU,INVESTMENTSESCO PERPETUAL SELECT TRUST,INVESCO PERPETUAL SELECT TRUST PLC
IPU,INVESTMENTSESCO PERPETUAL SELECT TRUST,INVESCO PERPETUAL SELECT TRUST PLC
46HA,INVESTMENTSESTEC,INVESTEC INVESTMENT TRUST PLC
47HA,INVESTMENTSESTEC,INVESTEC INVESTMENT TRUST PLC
INVR,INVESTMENTSESTEC INVESTMENT TRUST,INVESTEC PLC
INVP,INVESTMENTSESTEC INVESTMENT TRUST,INVESTEC PLC
INV,INVESTMENT COMPANY,INVESTMENT COMPANY PLC
IES,INVESTMENTSINITY ENERGY SYSTEMS,INVINITY ENERGY SYSTEMS PLC
IOF,IOFINA,IOFINA PLC
IOM,IOMART GROUP,IOMART GROUP PLC
IPO,IP GROUP,IP GROUP PLC
IQAI,IQ-AI LIMITED,IQ-AI LIMITED
IQE,IQE,IQE PLC
IQG,IQGEO GROUP,IQGEO GROUP PLC
IRF,IRF EUROPEAN FINANCE INVESTMENTS LIMITED,IRF EUROPEAN FINANCE INVESTMENTS LTD
ICGC,IRISH CONTINENTAL GROUP,IRISH CONTINENTAL GROUP PLC
IRR,IRONRIDGE RESOURCES LIMITED,IRONRIDGE RESOURCES LIMITED
IRON,IRONVELD,IRONVELD PLC
ITX,ITACONIX,ITACONIX PLC
ITM,ITM POWER,ITM POWER PLC
ITV,ITV,ITV PLC
IWG,IWG,IWG PLC
IXI,IXICO,IXICO PLC
JSE,JADESTONE ENERGY INC,JADESTONE ENERGY INC
JHDA,JAMES HALSTEAD,JAMES HALSTEAD PLC
JHD,JAMES HALSTEAD,JAMES HALSTEAD PLC
JAN,JANGADA MINES,JANGADA MINES PLC
JARB,JARDINE MATHESON HOLDING LIMITED,JARDINE MATHESON HOLDINGS LD
JARJ,JARDINE MATHESON HOLDING LIMITED,JARDINE MATHESON HOLDINGS LD
JAR,JARDINE MATHESON HOLDING LIMITED,JARDINE MATHESON HOLDINGS LD
JDSB,JARDINE STRATEGIC HOLDING LIMITED,JARDINE STRATEGIC HOLDINGS LD
88EI,JARDINE STRATEGIC HOLDING LIMITED,JARDINE STRATEGIC HOLDINGS LD
JDS,JARDINE STRATEGIC HOLDING LIMITED,JARDINE STRATEGIC HOLDINGS LD
JIM,JARVIS SECURITIES,JARVIS SECURITIES PLC
JWNG,JAYWING,JAYWING PLC
JD.,JD SPORTS FASHION,JD SPORTS FASHION PLC
JEL,JERSEY ELECTRICITY,JERSEY ELECTRICITY PLC
JOG,JERSEY OIL AND GAS,JERSEY OIL AND GAS PLC
JET2,JET2,JET2 PLC
JKX,JKX OIL AND GAS,JKX OIL & GAS PLC
JLEN,JLEN ENVIRONMENTAL ASSETS GROUP LIMITED,JLEN ENVIRONMENTAL ASSETS GROUP LIMITED
JLG,JOHN LAING GROUP,JOHN LAING GROUP PLC
JLH,JOHN LEWIS OF HUNGERFORD,JOHN LEWIS OF HUNGERFORD PLC
JMAT,JOHNSON MATTHEY,JOHNSON MATTHEY PLC
JSG,JOHNSON SERVICE GROUP,JOHNSON SERVICE GROUP PLC
80TE,JOINT STOCK COMPANY KASPI.KZ,#N/A
KSPI,JOINT STOCK COMPANY KASPI.KZ,#N/A
JOUL,JOULES GROUP,JOULES GROUP PLC
JNEO,JOURNEO,JOURNEO PLC
JPEL,JPEL PRIVATE EQUITY LIMITED,JPEL PRIVATE EQUITY LIMITED
JAM,JPMORGAN AMERICAN INVESTMENT TRUST,JPMORGAN AMERICAN INVESTMENT TRUST PLC
JAGI,JPMORGAN ASIA GROWTH AND INCOME,JPMORGAN ASIA GROWTH & INCOME PLC
JCGI,JPMORGAN CHINA GROWTH AND INCOME,JPMORGAN CHINA GROWTH & INCOME PLC
JCH,JPMORGAN CLAVERHOUSE INVESTMENT TRUST,JPMORGAN CLAVERHOUSE INVESTMENT TRUST PLC
JPEC,JPMORGAN ELECT,JPMORGAN ELECT PLC
JPE,JPMORGAN ELECT,JPMORGAN ELECT PLC
JPEI,JPMORGAN ELECT,JPMORGAN ELECT PLC
JMG,JPMORGAN EMERGING MARKETS INVESTMENT TRUST,JPMORGAN EMERGING MARKETS INVESTMENT TRUST PLC
JESC,JPMORGAN EUROPE SMALL CO TRUST,JPMORGAN EUROPEAN INVESTMENT TRUST PLC
JETG,JPMORGAN EUROPEAN INVESTMENT TRUST,JPMORGAN EURO SMALL CO. TRUST PLC
JETI,JPMORGAN EUROPEAN INVESTMENT TRUST,JPMORGAN EURO SMALL CO. TRUST PLC
JARA,JPMORGAN GLOBAL CORE REAL ASSETS LIMITED,JPMORGAN GLOBAL CORE REAL ASSETS LIMITED
JARE,JPMORGAN GLOBAL CORE REAL ASSETS LIMITED,JPMORGAN GLOBAL CORE REAL ASSETS LIMITED
JARU,JPMORGAN GLOBAL CORE REAL ASSETS LIMITED,JPMORGAN GLOBAL CORE REAL ASSETS LIMITED
JEMI,JPMORGAN GLOBAL EMERGING MARKETS INCOME TRUST,JPMORGAN GLOBAL EMERGING MARKETS INCOME TRUST PLC
JGGI,JPMORGAN GLOBAL GROWTH AND INCOME,JPMORGAN GLOBAL GROWTH & INCOME PLC
JII,JPMORGAN INDIAN INVESTMENT TRUST,JPMORGAN INDIAN INVESTMENT TRUST PLC
JPS,JPMORGAN JAPAN SMALLER COMPANIES TRUST,JPMORGAN JAPANESE INVESTMENT TRUST PLC
JPSS,JPMORGAN JAPAN SMALLER COMPANIES TRUST,JPMORGAN JAPANESE INVESTMENT TRUST PLC
JFJ,JPMORGAN JAPANESE INVESTMENT TRUST,JPMORGAN JAPAN SMALLER CO TST PLC
JMF,JPMORGAN MID CAPITAL INVESTMENT TRUST,JPMORGAN MID CAPITAL INVESTMENT TRUST PLC
MATE,JPMORGAN MULTI-ASSET TRUST,JPMORGAN MULTI-ASSET TRUST PLC
JRS,JPMORGAN RUSSIAN SECURITIES,JPMORGAN RUSSIAN SECURITIES PLC
JMI,JPMORGAN US SMALLER CO INVESTMENT TRUST,JPMORGAN US SMALLER CO. INV TST PLC
JUSC,JPMORGAN US SMALLER CO INVESTMENT TRUST,JPMORGAN US SMALLER CO. INV TST PLC
37QB,JSC HALYK BANK,JSC HALYK BANK
HSBK,JSC HALYK BANK,JSC HALYK BANK
59OT,JOINT STOCK COMPANY NATIONAL ATOMIC COMPANY KAZATOMPROM,JOINT STOCK COMPANY NATIONAL ATOMIC COMPANY KAZATOMPROM
KAP,JOINT STOCK COMPANY NATIONAL ATOMIC COMPANY KAZATOMPROM,JOINT STOCK COMPANY NATIONAL ATOMIC COMPANY KAZATOMPROM
36GK,JSC VTB BANK,JSC VTB BANK
VTBR,JSC VTB BANK,JSC VTB BANK
JTC,JTC,JTC PLC
JLP,JUBILEE METALS GROUP,JUBILEE METALS GROUP PLC
JDG,JUDGES SCIENTIFIC,JUDGES SCIENTIFIC PLC
JEFI,JUPITER EMERGING AND FRONTIER INCOME TRUST,JUPITER EMERGING & FRONTIER INCOME TRUST PLC
JUP,JUPITER FUND MANAGEMENT,JUPITER FUND MANAGEMENT PLC
JGC,JUPITER GREEN INVESTMENT TRUST,JUPITER GREEN INVESTMENT TRUST PLC
JUKG,JUPITER UK GROWTH INVESTMENT TRUST,JUPITER UK GROWTH INVESTMENT TRUST PLC
